global_rank,global_candidate_count,canonical_key,global_priority_score,maximum_domain_score,domain_breadth_bonus,domain_count,assigned_domains,strongest_domain,domain_rankings,title,year,authors,doi,pmid,arxiv,venue,publication_type,citation_count,abstract_available,url,query_family_ids,discovery_queries,admission_state
1002,1303,doi:10.31235/osf.io/pdf4c,5.819544,5.819544,0.0,1,"[""skin_colorimetry_ita_and_color_measurement""]",skin_colorimetry_ita_and_color_measurement,"[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":84,""domain_score"":5.819544}]",The Monk Skin Tone Scale,2023,"[""Ellis Monk""]",10.31235/osf.io/pdf4c,,,,posted-content,65,True,https://doi.org/10.31235/osf.io/pdf4c,"[""QF-009""]","[""colorimeter spectrophotometer skin tone agreement""]",UNSCREENED_NOT_ADMITTED
1003,1303,doi:10.1016/j.jaad.2018.05.058,5.80103,5.80103,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":84,""domain_score"":5.80103}]",An ανβ3 integrin–linked “stromal response” expression signature to identify high-risk melanoma: Report on a 330-patient multicenter validation cohort,2018,[],10.1016/j.jaad.2018.05.058,,,Journal of the American Academy of Dermatology,journal-article,1,False,https://doi.org/10.1016/j.jaad.2018.05.058,"[""QF-013""]","[""patient disjoint dermatology model validation""]",UNSCREENED_NOT_ADMITTED
1004,1303,doi:10.1016/j.jaad.2012.12.371,5.80103,5.80103,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":85,""domain_score"":5.80103}]","Patient satisfaction with a novel, patient-centered model for psoriasis follow-up care: Results from a randomized controlled trial",2013,[],10.1016/j.jaad.2012.12.371,,,Journal of the American Academy of Dermatology,journal-article,1,False,https://doi.org/10.1016/j.jaad.2012.12.371,"[""QF-013""]","[""patient disjoint dermatology model validation""]",UNSCREENED_NOT_ADMITTED
1005,1303,doi:10.1038/s41431-021-01026-1,5.778151,5.778151,0.0,1,"[""dermatology_dataset_duplicates_labels_and_quality""]",dermatology_dataset_duplicates_labels_and_quality,"[{""domain"":""dermatology_dataset_duplicates_labels_and_quality"",""domain_candidate_count"":93,""domain_rank"":62,""domain_score"":5.778151}]",Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters.,2022,[],10.1038/s41431-021-01026-1,35393538,,,,5,False,https://europepmc.org/article/MED/35393538,"[""QF-012""]","[""dermatology image dataset annotation noise deduplication""]",UNSCREENED_NOT_ADMITTED
1006,1303,doi:10.1109/78.700966,5.69897,5.69897,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":75,""domain_score"":5.69897}]",A radar application of a modified Cramer-Rao bound: parameter estimation in non-Gaussian clutter,1998,"[""F. Gini""]",10.1109/78.700966,,,IEEE Transactions on Signal Processing,journal-article,49,False,https://doi.org/10.1109/78.700966,"[""QF-008""]","[""Cramer Rao bound skin optical parameter estimation""]",UNSCREENED_NOT_ADMITTED
1007,1303,doi:10.1117/1.jmi.3.2.023502,5.69897,5.69897,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":76,""domain_score"":5.69897}]",Therapy operating characteristic curves: tools for precision chemotherapy.,2016,"[""Barrett HH"",""Alberts DS"",""Woolfenden JM"",""Caucci L"",""Hoppin JW.""]",10.1117/1.jmi.3.2.023502,27175376,,,,4,True,https://europepmc.org/article/MED/27175376,"[""QF-008""]","[""Cramer Rao bound skin optical parameter estimation""]",UNSCREENED_NOT_ADMITTED
1008,1303,doi:10.1016/j.media.2026.103974,5.60206,5.60206,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":81,""domain_score"":5.60206}]",Physics-informed graph neural networks for flow field estimation in carotid arteries,2026,"[""Julian Suk"",""Dieuwertje Alblas"",""Barbara A. Hutten"",""Albert Wiegman"",""Christoph Brune"",""Pim van Ooij"",""Jelmer M. Wolterink""]",10.1016/j.media.2026.103974,,,Medical Image Analysis,journal-article,3,False,https://doi.org/10.1016/j.media.2026.103974,"[""QF-014""]","[""physics informed dermatology image analysis""]",UNSCREENED_NOT_ADMITTED
1009,1303,doi:10.1109/icassp48485.2024.10445845,5.60206,5.60206,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":77,""domain_score"":5.60206}]",Cyclic Misspecified Cramer-Rao Bound for Periodic Parameter Estimation,2024,"[""Malaak Khatib"",""Nadav Harel"",""Yochai Ben-Horin"",""Yael Radzyner"",""Tirza Routtenberg""]",10.1109/icassp48485.2024.10445845,,,"ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",proceedings-article,3,False,https://doi.org/10.1109/icassp48485.2024.10445845,"[""QF-008""]","[""Cramer Rao bound skin optical parameter estimation""]",UNSCREENED_NOT_ADMITTED
1010,1303,doi:10.3390/s17112437,5.60206,5.60206,0.0,1,"[""camera_metamerism_and_spectral_reconstruction""]",camera_metamerism_and_spectral_reconstruction,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":89,""domain_score"":5.60206}]",Securing Color Fidelity in 3D Architectural Heritage Scenarios.,2017,"[""Gaiani M"",""Apollonio FI"",""Ballabeni A"",""Remondino F.""]",10.3390/s17112437,29068359,,,,3,True,https://europepmc.org/article/MED/29068359,"[""QF-006""]","[""human skin camera metamerism spectral reconstruction RGB""]",UNSCREENED_NOT_ADMITTED
1011,1303,doi:10.1148/rg.250113.podcast,5.5,5.5,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":82,""domain_score"":5.5}]",Dual-Contrast MRI for Liver Lesion Characterization | Podcast,2026,[],10.1148/rg.250113.podcast,,,RadioGraphics,dataset,0,False,https://doi.org/10.1148/rg.250113.podcast,"[""QF-014""]","[""measurement physics lesion contrast dermatology AI""]",UNSCREENED_NOT_ADMITTED
1012,1303,doi:10.1148/rg.250113.q1,5.5,5.5,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":83,""domain_score"":5.5}]",Dual–Contrast Agent Liver MRI for Liver Lesion Characterization,2025,[],10.1148/rg.250113.q1,,,RadioGraphics,dataset,0,False,https://doi.org/10.1148/rg.250113.q1,"[""QF-014""]","[""measurement physics lesion contrast dermatology AI""]",UNSCREENED_NOT_ADMITTED
1013,1303,doi:10.1148/rg.250113.q2,5.5,5.5,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":84,""domain_score"":5.5}]",Dual–Contrast Agent Liver MRI for Liver Lesion Characterization,2025,[],10.1148/rg.250113.q2,,,RadioGraphics,dataset,0,False,https://doi.org/10.1148/rg.250113.q2,"[""QF-014""]","[""measurement physics lesion contrast dermatology AI""]",UNSCREENED_NOT_ADMITTED
1014,1303,doi:10.1148/rg.250113.quiz,5.5,5.5,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":85,""domain_score"":5.5}]",Dual–Contrast Agent Liver MRI for Liver Lesion Characterization,2025,[],10.1148/rg.250113.quiz,,,RadioGraphics,dataset,0,False,https://doi.org/10.1148/rg.250113.quiz,"[""QF-014""]","[""measurement physics lesion contrast dermatology AI""]",UNSCREENED_NOT_ADMITTED
1015,1303,doi:10.2139/ssrn.5626139,5.5,5.5,0.0,1,"[""capture_variability_white_balance_and_illumination""]",capture_variability_white_balance_and_illumination,"[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":82,""domain_score"":5.5}]",Low-light underwater image enhancement algorithm based on improved white balance and RRDNet,2025,"[""Yongjian Zhu"",""Ziyang Zhang"",""Kangjun Du"",""Yu Zhang""]",10.2139/ssrn.5626139,,,,posted-content,0,False,https://doi.org/10.2139/ssrn.5626139,"[""QF-010""]","[""dermatology image illumination white balance variability""]",UNSCREENED_NOT_ADMITTED
1016,1303,doi:10.26226/m.6657251f918878861e1bd93a,5.5,5.5,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":86,""domain_score"":5.5}]",Exploring Domain Shift in Breast MRI: A Study on Pretrained Stable Diffusion XL Model's Conditional Image-to-Image Feature,2024,"[""Matilde Andrade"",""Pedro Morão"",""João Santinha"",""Pedro Gouveia""]",10.26226/m.6657251f918878861e1bd93a,,,,posted-content,0,False,https://doi.org/10.26226/m.6657251f918878861e1bd93a,"[""QF-013""]","[""clinical dermatology image domain shift external cohort""]",UNSCREENED_NOT_ADMITTED
1017,1303,doi:10.5040/9781501374616.ch-8,5.5,5.5,0.0,1,"[""capture_variability_white_balance_and_illumination""]",capture_variability_white_balance_and_illumination,"[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":83,""domain_score"":5.5}]",Multi-camera Interviews,2024,[],10.5040/9781501374616.ch-8,,,Multi-Camera Cinematography and Production,other,0,False,https://doi.org/10.5040/9781501374616.ch-8,"[""QF-010""]","[""skin image color constancy camera lighting domain shift""]",UNSCREENED_NOT_ADMITTED
1018,1303,doi:10.1142/9789811266171_0001,5.5,5.5,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":90,""domain_score"":5.5}]",Urban Spatio-Temporal-Spectral-Angular Observation Model,2023,[],10.1142/9789811266171_0001,,,Urban Remote Sensing,book-chapter,0,False,https://doi.org/10.1142/9789811266171_0001,"[""QF-005""]","[""camera illuminant spectral observation model skin""]",UNSCREENED_NOT_ADMITTED
1019,1303,doi:10.1201/9781315120003-3,5.5,5.5,0.0,1,"[""melanin_hemoglobin_and_scattering_identifiability""]",melanin_hemoglobin_and_scattering_identifiability,"[{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_candidate_count"":71,""domain_rank"":40,""domain_score"":5.5}]",Parameter Redundancy and Identifiability Definitions and Theory,2020,"[""Diana J. Cole""]",10.1201/9781315120003-3,,,Parameter Redundancy and Identifiability,book-chapter,0,False,https://doi.org/10.1201/9781315120003-3,"[""QF-003""]","[""skin chromophore parameter identifiability diffuse reflectance""]",UNSCREENED_NOT_ADMITTED
1020,1303,doi:10.1201/9781315120003-4,5.5,5.5,0.0,1,"[""melanin_hemoglobin_and_scattering_identifiability""]",melanin_hemoglobin_and_scattering_identifiability,"[{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_candidate_count"":71,""domain_rank"":41,""domain_score"":5.5}]",Practical General Methods for Detecting Parameter Redundancy and Identifiability,2020,"[""Diana J. Cole""]",10.1201/9781315120003-4,,,Parameter Redundancy and Identifiability,book-chapter,0,False,https://doi.org/10.1201/9781315120003-4,"[""QF-003""]","[""skin chromophore parameter identifiability diffuse reflectance""]",UNSCREENED_NOT_ADMITTED
1021,1303,doi:10.1201/9781315120003-5,5.5,5.5,0.0,1,"[""melanin_hemoglobin_and_scattering_identifiability""]",melanin_hemoglobin_and_scattering_identifiability,"[{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_candidate_count"":71,""domain_rank"":42,""domain_score"":5.5}]",Detecting Parameter Redundancy and Identifiability in Complex Models,2020,"[""Diana J. Cole""]",10.1201/9781315120003-5,,,Parameter Redundancy and Identifiability,book-chapter,0,False,https://doi.org/10.1201/9781315120003-5,"[""QF-003""]","[""skin chromophore parameter identifiability diffuse reflectance""]",UNSCREENED_NOT_ADMITTED
1022,1303,doi:10.1201/9781315120003-6,5.5,5.5,0.0,1,"[""melanin_hemoglobin_and_scattering_identifiability""]",melanin_hemoglobin_and_scattering_identifiability,"[{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_candidate_count"":71,""domain_rank"":43,""domain_score"":5.5}]",Bayesian Identifiability,2020,"[""Diana J. Cole""]",10.1201/9781315120003-6,,,Parameter Redundancy and Identifiability,book-chapter,0,False,https://doi.org/10.1201/9781315120003-6,"[""QF-003""]","[""skin chromophore parameter identifiability diffuse reflectance""]",UNSCREENED_NOT_ADMITTED
1023,1303,doi:10.1201/9781315120003-8,5.5,5.5,0.0,1,"[""melanin_hemoglobin_and_scattering_identifiability""]",melanin_hemoglobin_and_scattering_identifiability,"[{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_candidate_count"":71,""domain_rank"":44,""domain_score"":5.5}]",Identifiability in Discrete State-Space Models,2020,"[""Diana J. Cole""]",10.1201/9781315120003-8,,,Parameter Redundancy and Identifiability,book-chapter,0,False,https://doi.org/10.1201/9781315120003-8,"[""QF-003""]","[""skin chromophore parameter identifiability diffuse reflectance""]",UNSCREENED_NOT_ADMITTED
1024,1303,doi:10.32388/87unci,5.5,5.5,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":99,""domain_score"":5.5}]",Fitzpatrick Skin Type VI,2020,[],10.32388/87unci,,,Definitions,reference-entry,0,False,https://doi.org/10.32388/87unci,"[""QF-011""]","[""dermatology AI subgroup performance Fitzpatrick skin type""]",UNSCREENED_NOT_ADMITTED
1025,1303,doi:10.32388/b83vf3,5.5,5.5,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":100,""domain_score"":5.5}]",Fitzpatrick Skin Type IV,2020,[],10.32388/b83vf3,,,Definitions,reference-entry,0,False,https://doi.org/10.32388/b83vf3,"[""QF-011""]","[""dermatology AI subgroup performance Fitzpatrick skin type""]",UNSCREENED_NOT_ADMITTED
1026,1303,doi:10.32388/kfqp69,5.5,5.5,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":101,""domain_score"":5.5}]",Fitzpatrick Skin Type III,2020,[],10.32388/kfqp69,,,Definitions,reference-entry,0,False,https://doi.org/10.32388/kfqp69,"[""QF-011""]","[""dermatology AI subgroup performance Fitzpatrick skin type""]",UNSCREENED_NOT_ADMITTED
1027,1303,doi:10.32388/objj3u,5.5,5.5,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":102,""domain_score"":5.5}]",Fitzpatrick Skin Type V,2020,[],10.32388/objj3u,,,Definitions,reference-entry,0,False,https://doi.org/10.32388/objj3u,"[""QF-011""]","[""dermatology AI subgroup performance Fitzpatrick skin type""]",UNSCREENED_NOT_ADMITTED
1028,1303,doi:10.32388/pfoq0n,5.5,5.5,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":103,""domain_score"":5.5}]",Fitzpatrick Skin Type I,2020,[],10.32388/pfoq0n,,,Definitions,reference-entry,0,False,https://doi.org/10.32388/pfoq0n,"[""QF-011""]","[""dermatology AI subgroup performance Fitzpatrick skin type""]",UNSCREENED_NOT_ADMITTED
1029,1303,doi:10.32388/q6prb3,5.5,5.5,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":104,""domain_score"":5.5}]",Fitzpatrick Skin Type II,2020,[],10.32388/q6prb3,,,Definitions,reference-entry,0,False,https://doi.org/10.32388/q6prb3,"[""QF-011""]","[""dermatology AI subgroup performance Fitzpatrick skin type""]",UNSCREENED_NOT_ADMITTED
1030,1303,doi:10.1016/j.jaad.2019.06.1147,5.5,5.5,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":87,""domain_score"":5.5}]",Qualitative patient research to support the development of a conceptual model to illustrate the patient experience of atopic dermatitis in adults,2019,[],10.1016/j.jaad.2019.06.1147,,,Journal of the American Academy of Dermatology,journal-article,0,False,https://doi.org/10.1016/j.jaad.2019.06.1147,"[""QF-013""]","[""patient disjoint dermatology model validation""]",UNSCREENED_NOT_ADMITTED
